"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"6289",2016,48,"male","yes","yes",27,"high school graduate","parttime","(75000, 100000]","yes","never been married","hispanic","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6290",2016,48,"male","yes","yes",28,"less than high school","fulltime","(0, 10000]","no","never been married","hispanic","no preference","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6291",2016,48,"male","yes","yes",28,"postgraduate degree","fulltime","150000+","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6292",2016,48,"male","yes","yes",29,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6293",2016,48,"male","yes","yes",30,"high school graduate","fulltime","(40000, 50000]","yes","divorced","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6294",2016,48,"male","yes","yes",30,"bachelors degree","fulltime","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6295",2016,48,"male","yes","yes",31,"high school graduate","fulltime","(10000, 20000]","yes","living with a partner","hispanic","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6296",2016,48,"male","yes","yes",31,"high school graduate","fulltime","(30000, 40000]","yes","never been married","hispanic","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6297",2016,48,"male","yes","yes",31,"high school graduate","parttime","(20000, 30000]","yes","living with a partner","white","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6298",2016,48,"male","yes","yes",31,"bachelors degree","fulltime","(75000, 100000]","yes","living with a partner","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6299",2016,48,"male","yes","yes",31,"bachelors degree","parttime","(20000, 30000]","yes","never been married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6300",2016,48,"male","yes","yes",32,"less than high school","fulltime","(0, 10000]","no","married","white","dont know","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"no",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6301",2016,48,"male","yes","yes",32,"high school graduate","fulltime","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6302",2016,48,"male","yes","yes",32,"high school graduate","not employed","(10000, 20000]","yes","never been married","black","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6303",2016,48,"male","yes","yes",32,"associate","fulltime","(40000, 50000]","yes","living with a partner","native american","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6304",2016,48,"male","yes","yes",32,"bachelors degree","fulltime","(50000, 75000]","yes","divorced","white","other party","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6305",2016,48,"male","yes","yes",33,"bachelors degree","fulltime","(50000, 75000]","yes","married","hispanic","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6306",2016,48,"male","yes","yes",33,"postgraduate degree","fulltime","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6307",2016,48,"male","yes","yes",34,"some college","fulltime","(100000, 150000]","yes","married","white","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6308",2016,48,"male","yes","yes",34,"bachelors degree","fulltime","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6309",2016,48,"male","yes","yes",35,"high school graduate","fulltime","(10000, 20000]","yes","living with a partner","hispanic","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6310",2016,48,"male","yes","yes",35,"associate","fulltime","(20000, 30000]","yes","divorced","white","other party","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6311",2016,48,"male","yes","yes",35,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6312",2016,48,"male","yes","yes",35,"postgraduate degree","fulltime","150000+","yes","married","asian","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6313",2016,48,"male","yes","yes",36,"high school graduate","fulltime","(20000, 30000]","yes","living with a partner","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6314",2016,48,"male","yes","yes",37,"associate","fulltime","(20000, 30000]","yes","never been married","native american","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6315",2016,48,"male","yes","yes",37,"associate","not employed","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6316",2016,48,"male","yes","yes",37,"postgraduate degree","fulltime","(75000, 100000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6317",2016,48,"male","yes","yes",38,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6318",2016,48,"male","yes","yes",38,"postgraduate degree","selfemployed","150000+","yes","married","black","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6319",2016,48,"male","yes","yes",39,"high school graduate","fulltime","(40000, 50000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6320",2016,48,"male","yes","yes",40,"high school graduate","disabled","(0, 10000]","yes","never been married","black","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6321",2016,48,"male","yes","yes",40,"postgraduate degree","fulltime","(100000, 150000]","yes","divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6322",2016,48,"male","yes","yes",41,"high school graduate","fulltime","(40000, 50000]","yes","married","black","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6323",2016,48,"male","yes","yes",41,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6324",2016,48,"male","yes","yes",41,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6325",2016,48,"male","yes","yes",41,"postgraduate degree","fulltime","refused","yes","married","white","refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6326",2016,48,"male","yes","yes",42,"high school graduate","fulltime","(75000, 100000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6327",2016,48,"male","yes","yes",43,"bachelors degree","fulltime","(75000, 100000]","yes","married","hispanic","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6328",2016,48,"male","yes","yes",45,"high school graduate","fulltime","(50000, 75000]","yes","married","black","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6329",2016,48,"male","yes","yes",45,"high school graduate","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6330",2016,48,"male","yes","yes",45,"some college","fulltime","(50000, 75000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6331",2016,48,"male","yes","yes",46,"some college","fulltime","(75000, 100000]","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6332",2016,48,"male","yes","yes",47,"less than high school","fulltime","(0, 10000]","no","separated","white","no preference","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6333",2016,48,"male","yes","yes",47,"associate","parttime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6334",2016,48,"male","yes","yes",47,"postgraduate degree","fulltime","(40000, 50000]","yes","divorced","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6335",2016,48,"male","yes","yes",47,"postgraduate degree","fulltime","150000+","yes","married","black","refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,"no",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6336",2016,48,"male","yes","yes",49,"some college","fulltime","(40000, 50000]","yes","married","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6337",2016,48,"male","yes","yes",49,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6338",2016,48,"male","yes","yes",49,"bachelors degree","fulltime","refused","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6339",2016,48,"male","yes","yes",50,"bachelors degree","fulltime","150000+","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6340",2016,48,"male","yes","yes",50,"bachelors degree","fulltime","refused","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6341",2016,48,"male","yes","yes",50,"postgraduate degree","fulltime","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6342",2016,48,"male","yes","yes",50,"postgraduate degree","fulltime","refused","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6343",2016,48,"male","yes","yes",51,"bachelors degree","fulltime","150000+","yes","married","white","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6344",2016,48,"male","yes","yes",51,"bachelors degree","fulltime","150000+","yes","divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6345",2016,48,"male","yes","yes",51,"postgraduate degree","fulltime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6346",2016,48,"male","yes","yes",52,"high school graduate","fulltime","(40000, 50000]","yes","married","hispanic","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6347",2016,48,"male","yes","yes",52,"bachelors degree","fulltime","(75000, 100000]","yes","married","black","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6348",2016,48,"male","yes","yes",52,"postgraduate degree","fulltime","(100000, 150000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6349",2016,48,"male","yes","yes",55,"associate","fulltime","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6350",2016,48,"male","yes","yes",55,"bachelors degree","fulltime","150000+","yes","married","asian","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6351",2016,48,"male","yes","yes",56,"high school incomplete","retired","(20000, 30000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6352",2016,48,"male","yes","yes",56,"high school graduate","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6353",2016,48,"male","yes","yes",56,"associate","fulltime","(75000, 100000]","yes","married","hispanic","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6354",2016,48,"male","yes","yes",57,"high school graduate","not employed","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6355",2016,48,"male","yes","yes",58,"postgraduate degree","not employed","(50000, 75000]","yes","divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6356",2016,48,"male","yes","yes",60,"associate","fulltime","(75000, 100000]","yes","divorced","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6357",2016,48,"male","yes","yes",60,"some post grad","fulltime","(100000, 150000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6358",2016,48,"male","yes","yes",60,"postgraduate degree","retired","(20000, 30000]","yes","married","white","no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6359",2016,48,"male","yes","yes",61,"high school graduate","fulltime","(50000, 75000]","no","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6360",2016,48,"male","yes","yes",62,"some college","retired","(10000, 20000]","yes","living with a partner","black","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6361",2016,48,"male","yes","yes",62,"bachelors degree","retired","150000+","yes","married","black","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6362",2016,48,"male","yes","yes",62,"bachelors degree","not employed","150000+","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6363",2016,48,"male","yes","yes",63,"bachelors degree","fulltime","(75000, 100000]","yes","divorced","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6364",2016,48,"male","yes","yes",64,"high school graduate","fulltime","(20000, 30000]","yes","separated","white","no preference","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6365",2016,48,"male","yes","yes",66,"high school graduate","fulltime","(75000, 100000]","yes","married","black","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6366",2016,48,"male","yes","yes",66,"high school graduate","retired","(50000, 75000]","no","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6367",2016,48,"male","yes","yes",66,"bachelors degree","retired","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6368",2016,48,"male","yes","yes",66,"bachelors degree","retired","(100000, 150000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6369",2016,48,"male","yes","yes",67,"postgraduate degree","fulltime","(100000, 150000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6370",2016,48,"male","yes","yes",69,"less than high school","retired","(20000, 30000]","yes","married","hispanic","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6371",2016,48,"male","yes","yes",69,"some post grad","retired","150000+","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6372",2016,48,"male","yes","yes",70,"bachelors degree","retired","(50000, 75000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6373",2016,48,"male","yes","yes",72,"bachelors degree","retired","(10000, 20000]","yes","divorced","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6374",2016,48,"male","yes","yes",72,"bachelors degree","retired","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6375",2016,48,"male","yes","yes",73,"postgraduate degree","retired","(100000, 150000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6376",2016,48,"male","yes","yes",99,"bachelors degree","fulltime","refused","yes","widowed","refused","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"no",48179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"6377",2016,48,"male","yes","yes",99,"refused","fulltime","150000+","yes","refused","refused","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"6378",2016,48,"male","yes","no",21,"some college","not employed","(0, 10000]","no","married","hispanic","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"no",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6379",2016,48,"male","yes","no",45,"bachelors degree","parttime","refused","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6380",2016,48,"male","yes","no",61,"high school graduate","fulltime","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6381",2016,48,"male","yes","no",64,"some college","retired","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6382",2016,48,"male","yes","no",64,"postgraduate degree","retired","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6383",2016,48,"male","yes","no",69,"bachelors degree","retired","(50000, 75000]","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6384",2016,48,"male","yes","no",71,"high school graduate","retired","(30000, 40000]","yes","divorced","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"no",48105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6385",2016,48,"male","yes","no",81,"bachelors degree","retired","(75000, 100000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6386",2016,48,"male","yes","no",99,"bachelors degree","retired","(20000, 30000]","yes","divorced","other","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"6387",2016,48,"male","no","yes",23,"high school graduate","parttime","(30000, 40000]","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6388",2016,48,"male","no","yes",32,"high school incomplete","fulltime","(30000, 40000]","yes","living with a partner","hispanic","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6389",2016,48,"male","no","yes",33,"less than high school","fulltime","(10000, 20000]","no","married","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"no",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6390",2016,48,"male","no","yes",41,"less than high school","parttime","(20000, 30000]","yes","married","hispanic","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6391",2016,48,"male","no","yes",55,"high school graduate","fulltime","(40000, 50000]","no","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6392",2016,48,"male","no","yes",55,"some college","retired","(10000, 20000]","no","never been married","dont know","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6393",2016,48,"male","no","yes",56,"high school graduate","fulltime","(50000, 75000]","no","never been married","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6394",2016,48,"male","no","no",53,"high school graduate","not employed","(0, 10000]",NA,"married","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6395",2016,48,"male","no","no",63,"some college","retired","(50000, 75000]",NA,"never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6396",2016,48,"male","no","no",65,"bachelors degree","fulltime","(30000, 40000]",NA,"widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6397",2016,48,"male","no","no",70,"some college","retired","(30000, 40000]",NA,"married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6398",2016,48,"male","no","no",84,"high school graduate","retired","(75000, 100000]",NA,"married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6399",2016,48,"male","no","no",85,"some college","retired","(30000, 40000]",NA,"divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
